item_code,item_id,title,brand,category_id,price,list_price,discount_pct,image_url,avg_rating,sales_count,description
394,p1394,"Oppo X1394 - 8GB RAM, 128GB Storage",Oppo,smartphone,61188,61188,0,https://picsum.photos/seed/p1394/300/200,3.35,1138,High-performance smartphone with excellent camera and display.
395,p1395,Nintendo Game Console 1395 - 1TB,Nintendo,gaming_console,26432,27823,5,https://picsum.photos/seed/p1395/300/200,3.71,2494,Next-gen console delivering immersive gaming experiences.
396,p1396,Netgear AC1382 Router 1396,Netgear,router,6319,6319,0,https://picsum.photos/seed/p1396/300/200,4.4,2942,Fast dual-band WiFi router with parental controls.
397,p1397,"Oppo X1397 - 8GB RAM, 128GB Storage",Oppo,smartphone,34950,38833,10,https://picsum.photos/seed/p1397/300/200,4.13,1420,High-performance smartphone with excellent camera and display.
398,p1398,"LG Curved Monitor 1398 - 27""",LG,monitor,16227,16227,0,https://picsum.photos/seed/p1398/300/200,3.44,3987,High-refresh IPS panel with thin bezels and adaptive-sync.
399,p1399,TP-Link AC1481 Router 1399,TP-Link,router,9954,11711,15,https://picsum.photos/seed/p1399/300/200,4.59,3151,Fast dual-band WiFi router with parental controls.
400,p1400,HP InkJet 1400 - Wireless Printing,HP,printer,18224,21440,15,https://picsum.photos/seed/p1400/300/200,4.02,3019,Reliable home-office printer with low-cost cartridges.
401,p1401,"Apple X1401 - 8GB RAM, 128GB Storage",Apple,smartphone,22630,26623,15,https://picsum.photos/seed/p1401/300/200,4.71,724,High-performance smartphone with excellent camera and display.
402,p1402,"Xiaomi Smart TV 1402 - 4K UHD, 43""",Xiaomi,tv,93549,110058,15,https://picsum.photos/seed/p1402/300/200,4.45,3448,Crisp 4K HDR display with smart OS and multiple HDMI ports.
403,p1403,Canon InkJet 1403 - Wireless Printing,Canon,printer,26115,30723,15,https://picsum.photos/seed/p1403/300/200,3.49,422,Reliable home-office printer with low-cost cartridges.
404,p1404,"Canon Mirrorless 1404 - 24MP, 4K Video",Canon,camera,129770,136600,5,https://picsum.photos/seed/p1404/300/200,4.66,116,High quality imaging for enthusiasts and vloggers.
405,p1405,"Apple X1405 - 8GB RAM, 128GB Storage",Apple,smartphone,80237,94396,15,https://picsum.photos/seed/p1405/300/200,4.67,2808,High-performance smartphone with excellent camera and display.
406,p1406,"OnePlus X1406 - 8GB RAM, 128GB Storage",OnePlus,smartphone,101332,106665,5,https://picsum.photos/seed/p1406/300/200,3.29,2165,High-performance smartphone with excellent camera and display.
407,p1407,"Samsung X1407 - 8GB RAM, 128GB Storage",Samsung,smartphone,63378,70420,10,https://picsum.photos/seed/p1407/300/200,4.01,1189,High-performance smartphone with excellent camera and display.
408,p1408,Sennheiser Wireless Headphones 1408,Sennheiser,headphones,22979,24188,5,https://picsum.photos/seed/p1408/300/200,3.77,2187,Comfortable headphones with active noise cancellation.
409,p1409,"Xiaomi X1409 - 8GB RAM, 128GB Storage",Xiaomi,smartphone,104247,104247,0,https://picsum.photos/seed/p1409/300/200,4.34,556,High-performance smartphone with excellent camera and display.
410,p1410,"Asus UltraBook 1410 - 16GB RAM, 512GB SSD",Asus,laptop,57152,67238,15,https://picsum.photos/seed/p1410/300/200,3.36,4867,Powerful laptop for productivity and light gaming. Long battery life and slim design.
411,p1411,"Samsung Smart TV 1411 - 4K UHD, 43""",Samsung,tv,170860,189844,10,https://picsum.photos/seed/p1411/300/200,4.32,620,Crisp 4K HDR display with smart OS and multiple HDMI ports.
412,p1412,"Samsung Curved Monitor 1412 - 27""",Samsung,monitor,31433,33087,5,https://picsum.photos/seed/p1412/300/200,4.82,2168,High-refresh IPS panel with thin bezels and adaptive-sync.
413,p1413,"Xiaomi Tab 1413 - 10.5"" Display, 64GB",Xiaomi,tablet,35731,35731,0,https://picsum.photos/seed/p1413/300/200,4.75,2121,Portable tablet ideal for media and light productivity.
414,p1414,"Samsung X1414 - 8GB RAM, 128GB Storage",Samsung,smartphone,98887,109874,10,https://picsum.photos/seed/p1414/300/200,3.65,2701,High-performance smartphone with excellent camera and display.
415,p1415,Netgear AC2255 Router 1415,Netgear,router,14294,14294,0,https://picsum.photos/seed/p1415/300/200,3.85,3949,Fast dual-band WiFi router with parental controls.
416,p1416,"Apple X1416 - 8GB RAM, 128GB Storage",Apple,smartphone,57484,60509,5,https://picsum.photos/seed/p1416/300/200,4.3,1446,High-performance smartphone with excellent camera and display.
417,p1417,Sony Wireless Headphones 1417,Sony,headphones,22090,24544,10,https://picsum.photos/seed/p1417/300/200,4.45,1146,Comfortable headphones with active noise cancellation.
418,p1418,"Dell UltraBook 1418 - 16GB RAM, 512GB SSD",Dell,laptop,102517,102517,0,https://picsum.photos/seed/p1418/300/200,3.26,459,Powerful laptop for productivity and light gaming. Long battery life and slim design.
419,p1419,Epson InkJet 1419 - Wireless Printing,Epson,printer,22141,22141,0,https://picsum.photos/seed/p1419/300/200,3.26,1159,Reliable home-office printer with low-cost cartridges.
420,p1420,"Dell Curved Monitor 1420 - 27""",Dell,monitor,44516,49462,10,https://picsum.photos/seed/p1420/300/200,4.24,4841,High-refresh IPS panel with thin bezels and adaptive-sync.
421,p1421,"Oppo X1421 - 8GB RAM, 128GB Storage",Oppo,smartphone,77386,85984,10,https://picsum.photos/seed/p1421/300/200,3.75,4718,High-performance smartphone with excellent camera and display.
422,p1422,Bose Wireless Headphones 1422,Bose,headphones,18949,18949,0,https://picsum.photos/seed/p1422/300/200,4.38,4533,Comfortable headphones with active noise cancellation.
423,p1423,"Xiaomi Tab 1423 - 10.5"" Display, 64GB",Xiaomi,tablet,16551,16551,0,https://picsum.photos/seed/p1423/300/200,3.21,730,Portable tablet ideal for media and light productivity.
424,p1424,Microsoft Game Console 1424 - 1TB,Microsoft,gaming_console,42002,42002,0,https://picsum.photos/seed/p1424/300/200,4.24,308,Next-gen console delivering immersive gaming experiences.
425,p1425,Sony Game Console 1425 - 1TB,Sony,gaming_console,23440,27576,15,https://picsum.photos/seed/p1425/300/200,4.86,2964,Next-gen console delivering immersive gaming experiences.
426,p1426,Boat Wireless Headphones 1426,Boat,headphones,32091,32091,0,https://picsum.photos/seed/p1426/300/200,4.34,353,Comfortable headphones with active noise cancellation.
427,p1427,"Apple UltraBook 1427 - 16GB RAM, 512GB SSD",Apple,laptop,94942,94942,0,https://picsum.photos/seed/p1427/300/200,4.77,1440,Powerful laptop for productivity and light gaming. Long battery life and slim design.
428,p1428,"Apple Tab 1428 - 10.5"" Display, 64GB",Apple,tablet,65226,68659,5,https://picsum.photos/seed/p1428/300/200,3.59,902,Portable tablet ideal for media and light productivity.
429,p1429,HP InkJet 1429 - Wireless Printing,HP,printer,20433,20433,0,https://picsum.photos/seed/p1429/300/200,4.78,3727,Reliable home-office printer with low-cost cartridges.
430,p1430,"Xiaomi Tab 1430 - 10.5"" Display, 64GB",Xiaomi,tablet,19315,22724,15,https://picsum.photos/seed/p1430/300/200,3.3,1118,Portable tablet ideal for media and light productivity.
431,p1431,"Oppo X1431 - 8GB RAM, 128GB Storage",Oppo,smartphone,30439,30439,0,https://picsum.photos/seed/p1431/300/200,4.18,4528,High-performance smartphone with excellent camera and display.
432,p1432,"Samsung Smart TV 1432 - 4K UHD, 65""",Samsung,tv,76739,76739,0,https://picsum.photos/seed/p1432/300/200,3.62,3557,Crisp 4K HDR display with smart OS and multiple HDMI ports.
433,p1433,Sony Game Console 1433 - 1TB,Sony,gaming_console,38608,42898,10,https://picsum.photos/seed/p1433/300/200,4.01,802,Next-gen console delivering immersive gaming experiences.
434,p1434,"Asus Curved Monitor 1434 - 27""",Asus,monitor,31488,31488,0,https://picsum.photos/seed/p1434/300/200,3.23,2497,High-refresh IPS panel with thin bezels and adaptive-sync.
435,p1435,"Xiaomi Tab 1435 - 10.5"" Display, 64GB",Xiaomi,tablet,60582,60582,0,https://picsum.photos/seed/p1435/300/200,4.66,579,Portable tablet ideal for media and light productivity.
436,p1436,Netgear AC2287 Router 1436,Netgear,router,8829,10387,15,https://picsum.photos/seed/p1436/300/200,4.7,449,Fast dual-band WiFi router with parental controls.
437,p1437,JBL Wireless Headphones 1437,JBL,headphones,5391,5391,0,https://picsum.photos/seed/p1437/300/200,3.44,2743,Comfortable headphones with active noise cancellation.
438,p1438,"Samsung Smart TV 1438 - 4K UHD, 65""",Samsung,tv,79097,79097,0,https://picsum.photos/seed/p1438/300/200,3.83,3706,Crisp 4K HDR display with smart OS and multiple HDMI ports.
439,p1439,"Dell Curved Monitor 1439 - 27""",Dell,monitor,48694,48694,0,https://picsum.photos/seed/p1439/300/200,3.52,3750,High-refresh IPS panel with thin bezels and adaptive-sync.
440,p1440,"Samsung X1440 - 8GB RAM, 128GB Storage",Samsung,smartphone,45797,45797,0,https://picsum.photos/seed/p1440/300/200,4.09,185,High-performance smartphone with excellent camera and display.
441,p1441,"Fujifilm Mirrorless 1441 - 24MP, 4K Video",Fujifilm,camera,26424,27815,5,https://picsum.photos/seed/p1441/300/200,3.9,2808,High quality imaging for enthusiasts and vloggers.
442,p1442,Canon InkJet 1442 - Wireless Printing,Canon,printer,30862,30862,0,https://picsum.photos/seed/p1442/300/200,3.45,2329,Reliable home-office printer with low-cost cartridges.
443,p1443,"LG Curved Monitor 1443 - 27""",LG,monitor,20052,23591,15,https://picsum.photos/seed/p1443/300/200,3.42,2133,High-refresh IPS panel with thin bezels and adaptive-sync.
444,p1444,HP InkJet 1444 - Wireless Printing,HP,printer,17219,17219,0,https://picsum.photos/seed/p1444/300/200,4.76,3314,Reliable home-office printer with low-cost cartridges.
445,p1445,"LG Curved Monitor 1445 - 27""",LG,monitor,46097,54232,15,https://picsum.photos/seed/p1445/300/200,4.33,4630,High-refresh IPS panel with thin bezels and adaptive-sync.
446,p1446,"Samsung Curved Monitor 1446 - 27""",Samsung,monitor,8662,9625,10,https://picsum.photos/seed/p1446/300/200,3.81,2673,High-refresh IPS panel with thin bezels and adaptive-sync.
447,p1447,"Acer UltraBook 1447 - 16GB RAM, 512GB SSD",Acer,laptop,178001,178001,0,https://picsum.photos/seed/p1447/300/200,4.86,3231,Powerful laptop for productivity and light gaming. Long battery life and slim design.
448,p1448,"Xiaomi Smart TV 1448 - 4K UHD, 55""",Xiaomi,tv,185049,194788,5,https://picsum.photos/seed/p1448/300/200,3.22,2825,Crisp 4K HDR display with smart OS and multiple HDMI ports.
449,p1449,Canon InkJet 1449 - Wireless Printing,Canon,printer,16756,18618,10,https://picsum.photos/seed/p1449/300/200,4.44,3393,Reliable home-office printer with low-cost cartridges.
450,p1450,"Apple Tab 1450 - 10.5"" Display, 64GB",Apple,tablet,60169,66854,10,https://picsum.photos/seed/p1450/300/200,4.29,2239,Portable tablet ideal for media and light productivity.
451,p1451,TP-Link AC2654 Router 1451,TP-Link,router,8583,9537,10,https://picsum.photos/seed/p1451/300/200,4.15,3796,Fast dual-band WiFi router with parental controls.
452,p1452,"Samsung Smart TV 1452 - 4K UHD, 43""",Samsung,tv,168183,186870,10,https://picsum.photos/seed/p1452/300/200,4.74,2004,Crisp 4K HDR display with smart OS and multiple HDMI ports.
453,p1453,"HP UltraBook 1453 - 16GB RAM, 512GB SSD",HP,laptop,51742,57491,10,https://picsum.photos/seed/p1453/300/200,4.86,979,Powerful laptop for productivity and light gaming. Long battery life and slim design.
454,p1454,Epson InkJet 1454 - Wireless Printing,Epson,printer,15475,15475,0,https://picsum.photos/seed/p1454/300/200,3.66,3436,Reliable home-office printer with low-cost cartridges.
455,p1455,HP InkJet 1455 - Wireless Printing,HP,printer,25597,30114,15,https://picsum.photos/seed/p1455/300/200,3.75,2590,Reliable home-office printer with low-cost cartridges.
456,p1456,"Sony Mirrorless 1456 - 24MP, 4K Video",Sony,camera,42950,42950,0,https://picsum.photos/seed/p1456/300/200,3.37,1266,High quality imaging for enthusiasts and vloggers.
457,p1457,Bose Wireless Headphones 1457,Bose,headphones,28351,28351,0,https://picsum.photos/seed/p1457/300/200,4.59,142,Comfortable headphones with active noise cancellation.
458,p1458,"Samsung Curved Monitor 1458 - 27""",Samsung,monitor,55140,58042,5,https://picsum.photos/seed/p1458/300/200,3.25,971,High-refresh IPS panel with thin bezels and adaptive-sync.
459,p1459,"Sony Smart TV 1459 - 4K UHD, 50""",Sony,tv,67507,75008,10,https://picsum.photos/seed/p1459/300/200,4.49,348,Crisp 4K HDR display with smart OS and multiple HDMI ports.
460,p1460,"Samsung Smart TV 1460 - 4K UHD, 43""",Samsung,tv,142967,142967,0,https://picsum.photos/seed/p1460/300/200,4.48,1014,Crisp 4K HDR display with smart OS and multiple HDMI ports.
461,p1461,Sony Game Console 1461 - 1TB,Sony,gaming_console,32369,38081,15,https://picsum.photos/seed/p1461/300/200,4.53,1981,Next-gen console delivering immersive gaming experiences.
462,p1462,Boat Wireless Headphones 1462,Boat,headphones,1091,1283,15,https://picsum.photos/seed/p1462/300/200,4.65,3888,Comfortable headphones with active noise cancellation.
463,p1463,Epson InkJet 1463 - Wireless Printing,Epson,printer,17951,18896,5,https://picsum.photos/seed/p1463/300/200,3.41,903,Reliable home-office printer with low-cost cartridges.
464,p1464,Bose Wireless Headphones 1464,Bose,headphones,31687,33355,5,https://picsum.photos/seed/p1464/300/200,3.98,2555,Comfortable headphones with active noise cancellation.
465,p1465,"LG Curved Monitor 1465 - 27""",LG,monitor,35256,39173,10,https://picsum.photos/seed/p1465/300/200,4.34,3247,High-refresh IPS panel with thin bezels and adaptive-sync.
466,p1466,"Dell Curved Monitor 1466 - 27""",Dell,monitor,12240,12240,0,https://picsum.photos/seed/p1466/300/200,4.21,3311,High-refresh IPS panel with thin bezels and adaptive-sync.
467,p1467,"OnePlus X1467 - 8GB RAM, 128GB Storage",OnePlus,smartphone,37829,44505,15,https://picsum.photos/seed/p1467/300/200,4.82,3969,High-performance smartphone with excellent camera and display.
468,p1468,JBL Wireless Headphones 1468,JBL,headphones,9821,9821,0,https://picsum.photos/seed/p1468/300/200,4.61,4080,Comfortable headphones with active noise cancellation.
469,p1469,"Dell UltraBook 1469 - 16GB RAM, 512GB SSD",Dell,laptop,119424,125709,5,https://picsum.photos/seed/p1469/300/200,4.33,4016,Powerful laptop for productivity and light gaming. Long battery life and slim design.
470,p1470,JBL Wireless Headphones 1470,JBL,headphones,27448,30498,10,https://picsum.photos/seed/p1470/300/200,3.98,269,Comfortable headphones with active noise cancellation.
471,p1471,"Lenovo Tab 1471 - 10.5"" Display, 64GB",Lenovo,tablet,25905,30477,15,https://picsum.photos/seed/p1471/300/200,4.17,3898,Portable tablet ideal for media and light productivity.
472,p1472,Bose Wireless Headphones 1472,Bose,headphones,19640,19640,0,https://picsum.photos/seed/p1472/300/200,4.2,1050,Comfortable headphones with active noise cancellation.
473,p1473,Canon InkJet 1473 - Wireless Printing,Canon,printer,16710,16710,0,https://picsum.photos/seed/p1473/300/200,3.6,2556,Reliable home-office printer with low-cost cartridges.
474,p1474,Sony Game Console 1474 - 1TB,Sony,gaming_console,49391,58107,15,https://picsum.photos/seed/p1474/300/200,4.08,3450,Next-gen console delivering immersive gaming experiences.
475,p1475,"Canon Mirrorless 1475 - 24MP, 4K Video",Canon,camera,76157,76157,0,https://picsum.photos/seed/p1475/300/200,3.77,4118,High quality imaging for enthusiasts and vloggers.
476,p1476,HP InkJet 1476 - Wireless Printing,HP,printer,30793,30793,0,https://picsum.photos/seed/p1476/300/200,3.71,4698,Reliable home-office printer with low-cost cartridges.
477,p1477,TP-Link AC2669 Router 1477,TP-Link,router,13895,14626,5,https://picsum.photos/seed/p1477/300/200,4.55,2472,Fast dual-band WiFi router with parental controls.
478,p1478,JBL Wireless Headphones 1478,JBL,headphones,10910,12835,15,https://picsum.photos/seed/p1478/300/200,4.67,4725,Comfortable headphones with active noise cancellation.
479,p1479,"LG Curved Monitor 1479 - 27""",LG,monitor,46621,49075,5,https://picsum.photos/seed/p1479/300/200,3.99,1969,High-refresh IPS panel with thin bezels and adaptive-sync.
480,p1480,"Lenovo Tab 1480 - 10.5"" Display, 64GB",Lenovo,tablet,66226,69712,5,https://picsum.photos/seed/p1480/300/200,4.37,1934,Portable tablet ideal for media and light productivity.
481,p1481,TP-Link AC1507 Router 1481,TP-Link,router,10672,10672,0,https://picsum.photos/seed/p1481/300/200,3.47,1117,Fast dual-band WiFi router with parental controls.
482,p1482,"Lenovo UltraBook 1482 - 16GB RAM, 512GB SSD",Lenovo,laptop,73213,86133,15,https://picsum.photos/seed/p1482/300/200,3.71,520,Powerful laptop for productivity and light gaming. Long battery life and slim design.
483,p1483,D-Link AC2012 Router 1483,D-Link,router,3476,3476,0,https://picsum.photos/seed/p1483/300/200,4.22,2567,Fast dual-band WiFi router with parental controls.
484,p1484,Epson InkJet 1484 - Wireless Printing,Epson,printer,9128,10739,15,https://picsum.photos/seed/p1484/300/200,3.3,4370,Reliable home-office printer with low-cost cartridges.
485,p1485,Epson InkJet 1485 - Wireless Printing,Epson,printer,32126,33817,5,https://picsum.photos/seed/p1485/300/200,4.6,172,Reliable home-office printer with low-cost cartridges.
486,p1486,Sony Game Console 1486 - 1TB,Sony,gaming_console,45050,50055,10,https://picsum.photos/seed/p1486/300/200,3.86,3219,Next-gen console delivering immersive gaming experiences.
